,text
6938,"['wrote', 'back', 'Aug19', 'Shouldve', 'heeded', 'warning', 'fed', 'would', 'bring', 'gun', 'knife', 'fight', 'going', 'short', 'futures', 'SPX', 'HYG', 'httpstco54fmT47FNH', 'httpstcoGminOfvNbo']"
6939,"['AAPL', 'NVDA', 'QQQ', 'COST', 'AVGO', 'buying', 'rally', 'dont', 'think', 'holds']"
6940,"['IAN', 'looking', 'tad', 'better', 'hourly', 'chart', 'BottomFishing', 'Bullish', 'PotStocks', 'Stocks', 'httpstcoKMANlNlOpu']"
6941,"['Another', 'One', 'stocks', 'daytrade', 'optionstrade', 'Posted', 'SomaVision', 'httpstcoEyy8UetdJa']"
6942,"['PeterLBrandt', 'Hard', 'imagine', 'SPX', 'poised', 'potentially', 'challenge', 'ATHs', 'environment', 'I’m', 'staying', 'sidelines', 'Crazy', 'days', 'indeed']"
6943,"['Look', 'trash', 'F', 'BA', 'junk', 'stay', 'away', 'stuff', 'FED', 'buying', 'JUNK', 'BONDS', 'Solid', 'companies', 'like', 'MSFT', 'AAPL', 'AMZN', 'NVDA', 'right', 'need', 'economic', 'recovery', 'take', 'prices']"
6944,"['2800', 'Could', 'go', 'higher', 'long', 'weekend', 'coming', 'Im', 'pig', 'Closed', '550', 'points', 'stocks', 'end', 'thread', 'httpstco3XQyXl9cRk']"
6945,"['stocks', 'strongly', 'today', 'despite', 'another', 'shockingly', 'high', 'joblessclaims', 'number', 'apparent', 'WallStreet', 'feels', 'FederalReserves', '23', 'trillion', 'pump', 'announced', 'today', 'make', 'everything', 'better', '🤔', 'httpstcoDX1GVonjTU', 'investing', 'unemployment']"
6946,"['SPY', 'SPX', 'Santelli', '“Earnings', 'surprise', 'Yeah', 'it’ll', 'surprise', 'earnings”', '🤪']"
6947,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6948,"['Oil', 'jumps', '12', 'SaudiRussiaOPEC', 'Stock', 'investors', 'like', 'news', 'stocks', 'Oil', 'OilPriceWar']"
6949,"['first', 'informative', 'App', 'Pivot', 'Points', 'Stock', 'AIG', 'Last', 'close', '20200408', '2413', 'PIVOT', 'POINT', 'R1', '2473', 'R2', '2532', 'L1', '234', 'L2', '2266', 'Download', 'free', 'httpstcolMYn5Ai2WY', 'tradingview', 'stocks', 'stockstowatch']"
6950,"['still', 'looking', 'someone', 'else', 'beat', 'performances', 'Try', 'free', '7', 'days', 'httpstco7sAfbFrPQS', 'AIG', 'Signal', 'BUY', 'Since', '20200407', 'performance', '374', 'httpstcovGrYw98qRs', 'trading', 'stocks', 'stockstowatch', 'stockstotrade', 'SPX', 'httpstcoeFTGYhfrpQ']"
6951,"['3yrs', 'European', 'indices', 'underperformed', 'US', 'signif', 'margin', 'UK', 'stocks', '261', 'particular', 'hit', 'ongoing', 'uncertainties', 'Brexit', 'Covid19', 'stocks', 'markets', 'economy', 'investing', 'financialservices', 'httpstcoowG0G0gfnC']"
6952,"['AMZN', 'back', '2030', 'see', 'holds', 'key', 'level']"
6953,"['annierpalmer', 'CNBC', 'Amazon', 'Coorporate', 'Accountable', 'Wasnt', 'AMZN', 'part', 'group', 'corporations', 'BR', 'Business', 'Roundtable', 'agreed', 'signed', 'focus', 'workers', 'instead', 'shareholders', 'profits']"
6954,"['US', '30', 'index', 'claws', 'way', 'higher', 'recovery', 'persists', 'httpstcoPBjF41GExv', 'stocks', 'technicalanalysis', 'Dowjones', 'WallStreet', 'httpstcoaP8hVv2gK8']"
6955,"['RT', 'PeterLBrandt', 'SPX', 'ESF', 'Following', 'rally', 'right', 'shoulder', 'high', '2790', '2950', 'zone', 'SampPs', 'could', 'decline', 'toward', '1500', 'match…']"
6956,"['22', 'trading', 'days', 'drop', '35', '13', 'bounce', '28', 'SPX']"
6957,"['RT', 'Flash430', 'Another', 'simple', 'observation', 'Disgraced', 'FED', 'pumping', 'system', 'like', 'criminals', 'DOWSP500', '2', 'Nasad100', '01', 't…']"
6958,"['cornonavirus', 'stockmarketcrash2020', 'stocks', 'httpstcoq0aH48Vi9Z']"
6959,"['Saia', 'Inc', 'SAIA', 'Expected', 'Earn', 'Q2', '2020', 'Earnings', '089', 'Per', 'Share', 'httpstcolxtJ0PzLXK', 'stocks']"
6960,"['Analysts', 'Set', 'Expectations', 'Syneos', 'Health', 'Inc’s', 'Q2', '2020', 'Earnings', 'SYNH', 'httpstco0sxIfSKQSA', 'stocks']"
6961,"['William', 'Blair', 'Comments', 'Servicemaster', 'Global', 'Holdings', 'Inc’s', 'Q2', '2020', 'Earnings', 'SERV', 'httpstcoPszu8AcS3Z', 'stocks']"
6962,"['SP', 'Plus', 'Corp', 'SP', 'Post', 'Q2', '2020', 'Earnings', '056', 'Per', 'Share', 'William', 'Blair', 'Forecasts', 'httpstcoEJZEVz11j3', 'stocks']"
6963,"['Jefferies', 'Financial', 'Group', 'Brokers', 'Lower', 'Earnings', 'Estimates', 'Stryker', 'Co', 'SYK', 'httpstco6MNB85JXw3', 'stocks']"
6964,"['Q2', '2020', 'EPS', 'Estimates', 'Pinnacle', 'Financial', 'Partners', 'PNFP', 'Cut', 'SunTrust', 'Banks', 'httpstco6NiXjXR6s3', 'stocks']"
6965,"['Q2', '2020', 'EPS', 'Estimates', 'Old', 'Dominion', 'Freight', 'Line', 'ODFL', 'Lowered', 'KeyCorp', 'httpstcoamyh67Lm8t', 'stocks']"
6966,"['Q2', '2020', 'Earnings', 'Estimate', 'Neurocrine', 'Biosciences', 'Inc', 'Issued', 'Piper', 'Sandler', 'NBIX', 'httpstcoj3oHieOZjY', 'stocks']"
6967,"['Brokers', 'Issue', 'Forecasts', 'Fox', 'Factory', 'Holding', 'Corp’s', 'Q2', '2020', 'Earnings', 'FOXF', 'httpstcoNgRmJZPEib', 'stocks']"
6968,"['Monarch', 'Casino', 'amp', 'Resort', 'Inc', 'MCRI', 'Expected', 'Post', 'Q2', '2020', 'Earnings', '015', 'Per', 'Share', 'httpstcoAOtqYldQre', 'stocks']"
6969,"['IBERIABANK', 'Corp', 'Post', 'Q2', '2020', 'Earnings', '148', 'Per', 'Share', 'SunTrust', 'Banks', 'Forecasts', 'IBKC', 'httpstcoH34RR6RVdp', 'stocks']"
6970,"['Q2', '2020', 'EPS', 'Estimates', 'Mesa', 'Air', 'Group', 'Inc', 'Lowered', 'B', 'Riley', 'MESA', 'httpstcobrFwWtebg6', 'stocks']"
6971,"['Another', 'simple', 'observation', 'Disgraced', 'FED', 'pumping', 'system', 'like', 'criminals', 'DOWSP500', '2', 'Nasad100', '01', 'tell', 'Market', 'positions', 'getting', 'squeezed', 'longs', 'FANG', 'shorts', 'shit', 'names']"
6972,"['Franco', 'Nevada', 'Corp', 'Forecasted', 'Earn', 'Q2', '2020', 'Earnings', '041', 'Per', 'Share', 'FNV', 'httpstcoQ8HbJtQAKh', 'stocks']"
6973,"['httpstcoAVoTUpZ5gu', '42sTop42', 'MatrixServiceCo', 'Matrix', 'Service', '60', '15', 'million', 'gain', 'MTRX', 'made', 'notable', 'gains', '10', 'last', '38', 'trading', 'sessions', '3', 'days', 'consecutively', 'Feb', '1419', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'httpstcoXnqKSpFvKO']"
6974,"['Huron', 'Consulting', 'Group', 'Post', 'Q2', '2020', 'Earnings', '080', 'Per', 'Share', 'William', 'Blair', 'Forecasts', 'HURN', 'httpstcoxAPBJnCXgL', 'stocks']"
6975,"['Imperial', 'Capital', 'Comments', 'HighPoint', 'Resources', 'Corp’s', 'Q2', '2020', 'Earnings', 'HPR', 'httpstcodWVq3Kpu0v', 'stocks']"
6976,"['Q2', '2020', 'EPS', 'Estimates', 'Eyepoint', 'Pharmaceuticals', 'Inc', 'Decreased', 'B', 'Riley', 'EYPT', 'httpstco1YNacZQUkv', 'stocks']"
6977,"['90k', 'dead', '15', 'million', 'infected', '166', 'million', 'unemployment', '3', 'weeks', 'Stocks', 'rise', 'Crypto', 'rise', 'WTF', 'GREATEST', 'DEPRESSION', 'Bitcoin', 'btc', 'DowJones', 'SPX500', 'wrx', 'depression', 'GreatDepression', 'httpstcov4xmrTtT9s']"
6978,"['Q2', '2020', 'EPS', 'Estimates', 'FTI', 'Consulting', 'Inc', 'FCN', 'Lowered', 'William', 'Blair', 'httpstcocMrlEKvpNP', 'stocks']"
6979,"['Done', 'day', 'back', 'green', 'love', 'color', 'Traded', 'FB', 'BA', 'UBER', 'Uber', 'last', 'position', 'closed', 'late', 'overall', 'green', 'FB', 'long', 'httpstcolmZ46e08vA']"
6980,"['William', 'Blair', 'Comments', 'CRA', 'International', 'Inc’s', 'Q2', '2020', 'Earnings', 'CRAI', 'httpstcoWXgFumKVRT', 'stocks']"
6981,"['Q2', '2020', 'EPS', 'Estimates', 'Etsy', 'Inc', 'ETSY', 'Lowered', 'Analyst', 'httpstcoAVRZoj694x', 'stocks']"
6982,"['Q2', '2020', 'EPS', 'Estimates', 'Dynavax', 'Technologies', 'Co', 'DVAX', 'Lowered', 'William', 'Blair', 'httpstcoREPAhgI8NJ', 'stocks']"
6983,"['Walt', 'Disney', 'streams', 'higher', 'service', 'hits', '50', 'mln', 'subs', 'quicker', 'expected', 'DIS', 'httpstcoSVXs6aWup4', 'DIS']"
6984,"['B', 'Riley', 'Comments', 'Coeur', 'Mining', 'Inc’s', 'Q2', '2020', 'Earnings', 'CDE', 'httpstcotqyLqV0Hru', 'stocks']"
6985,"['Q2', '2020', 'Earnings', 'Forecast', 'Beazer', 'Homes', 'USA', 'Inc', 'BZH', 'Issued', 'Wedbush', 'httpstcoIKjHqLixpP', 'stocks']"
6986,"['Cardtronics', 'PLC', 'Forecasted', 'Earn', 'Q2', '2020', 'Earnings', '049', 'Per', 'Share', 'CATM', 'httpstco0jXu6Kk76b', 'stocks']"
6987,"['POLL', 'stock', 'Buffett', 'probably', 'loading', 'cheap', 'valuations', 'ES', 'ESF', 'SPX', 'SPY', 'QQQ', 'IWM', 'VXX', 'VIX', 'AAPL', 'AMZN', 'MSFT']"
6988,"['KTLAMorningNews', 'KTLA', 'CNN', 'MSNBC', 'maddow', 'cnnbrk', 'how’s', 'Dow', 'stock', 'market', 'last', 'week', 'Haven’t', 'heard', 'much', 'stocks', 'dow', 'rebound', 'FakeNews']"
6989,"['Never', 'realized', 'BarstoolPrez', 'much', 'Instagram', 'type', '2169', 'Twitter', 'followers', '21', 'million', 'Instagram⁉️', 'Wow', 'TWTR', 'FB']"
6990,"['RT', 'Plus3Forecast', 'Updating', 'Plus3Fuse', '277700', 'always', 'firm', 'aboveweak', 'Plus3Fuse', 'SPY', 'SPX', 'ES']"
6991,"['BAC', '25', 'retest', 'coming']"
6992,"['RT', 'elerianm', 'Reacting', 'massive', 'new', 'Fed', 'financing', 'package', 'US', 'stocks', 'open', 'higher', 'Dow', '15', 'SampP', 'and…']"
6993,"['SPY', 'Oil', 'yeeeet', 'USO', 'XOM', 'httpstcoDf6hFVhrJJ']"
6994,"['SPY', '2', 'AAPL', 'FB', 'NFLX', 'AMZN', 'GOOGL', 'MSFT', 'selling', 'isnt', 'reason', 'concerned', 'rally', 'dont', 'know']"
6995,"['Bernie', 'Madoff', 'gave', 'spended', 'money', 'didnt', 'labled', 'Ponzi', 'SchemeWhen', 'US', 'Gov', 'prints', 'gives', 'money', 'dont', 'wouldnt', 'called', 'Ponzi', 'well', 'end', 'screwing', 'future', 'generations', 'tax', 'payers', 'realDonaldTrump', 'spy', 'spx']"
6996,"['RT', 'dukesealman', 'DirkSchwenk', 'Breathing', 'machines', 'gm', 'f', 'aapl', 'Rice', 'University', 'Engineers', '‘MacGyver’', 'Inexpensive', 'Ventilator', 'Coronav…']"
6997,"['RT', 'ACInvestorBlog', 'SPX', 'Shorts', 'please', 'look', 'chart', 'httpstco7RXhlzmrwM']"
6998,"['RT', 'DailyFXTeam', 'Democrats', 'Senate', 'block', '250', 'billion', 'small', 'business', 'stimulus', 'plan', 'SPX']"
6999,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7000,"['WWD', 'HXL', 'called', '6B', 'merger', 'COVID19', 'get', 'reasoning', 'disappointing', 'via', 'themotleyfool', 'stocks', 'BA', 'EADSY', 'httpstcoc709b36Uy9']"
7001,"['RT', 'ACInvestorBlog', 'SPX', '2811', 'next', 'level', 'watchThe', 'short', 'shoot', 'httpstcozkM7FMqDgI']"
7002,"['RT', 'ISABELNETSA', '📌', 'Current', 'Drawdown', 'charts', 'shows', 'beautiful', 'V', 'puts', 'current', 'drawdown', 'perspective', '👉', 'httpstcoAK5cW…']"
7003,"['RT', 'ThweisSXFX', 'MSFT', '50d', 'NDX', '200d', 'Market', 'could', 'kill', 'little', 'speculative', 'spark', 'time', 'caught', 'nice', 's…']"
7004,"['Market', 'FORECASTS', 'US', 'INSTITUTIONAL', 'INOUT', 'VALUES', '4920', '1030AM', '1646', '2', 'firm', 'believes', 'upward', 'momentum', 'downward', 'momentum', 'Buy', 'spy', 'qqq', 'Nasdaq', 'nyse', 'stock', 'market', 'trade', 'intc', 'msft', 'wmt', 'httpstco8f2j6xfwNe']"
7005,"['CVX', 'XOM', 'nearly', 'HALF', 'XLE', 'forexflowlive', 'httpstcoQxsQp6YCgY']"
7006,"['RT', 'ISABELNETSA', '🇺🇸', 'Equity', 'Goldman', 'Sachs', 'PWM', 'advising', 'wealthy', 'clients', 'get', 'back', 'equities', 'amp', 'favor', 'US', 'stocks', 'information…']"
7007,"['SPX', 'higher', 'could', 'hit', 'SPY', '285']"
7008,"['RampCapitalLLC', 'STZ', 'dipped', '50', '52week', 'high', 'JNJ', 'weathered', 'storm', 'best', 'basket', 'stocks', 'KO', 'PEP', 'WERAMP', 'httpstcoV00Ofq5keJ']"
7009,"['FB', '417', 'calls', 'looking', 'attractive', 'short', 'term']"
7010,"['pain', 'nervous', '3', 'weeks', 'ago', 'long', 'term', 'accounts', 'long', 'stocks', 'use', 'rally', 'blessing', 'get', 'cash', 'wait', 'dust', 'clear', 'monthly', 'charts', 'Bear', 'markets', 'look', 'enticing', 'like', 'bounce', 'SPX']"
7011,"['Democrats', 'Senate', 'block', '250', 'billion', 'small', 'business', 'stimulus', 'plan', 'SPX']"
7012,"['someone', 'could', 'kick', 'DIS', '104', 'bit', 'would', 'great', 'Thanks', 'advance']"
7013,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7014,"['RT', 'ISABELNETSA', '🇺🇸', 'Insider', 'Buying', 'Stock', 'Insiders', 'confident', 'economic', 'recovery', 'bought', 'dip', 'March', '👉', 'httpstcosXs9VB…']"
7015,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7016,"['stocks', 'today', 'EFC', 'XAN', 'EARN', 'NYMT', 'IMRN', 'httpstcowWhyoTVSjh']"
7017,"['Currently', 'apr', '17th', 'nugt', '11', 'calls', '13', 'Sold', '9', 'call', 'nugt', '97', 'nugt', 'spy', 'spx', 'vxx', 'gold', 'uso']"
7018,"['RT', 'Stonefoxcapital', 'SPX', 'Cramer', 'bullish', 'booking', 'flights', 'pandemic', 'lol']"
7019,"['JPM', 'Makes', 'Outsized', 'Move', '63', '17Apr20', 'Option', 'Straddle', 'Implying', '±42', 'Move', 'Next', '8', 'days', 'httpstcoDve66CyHy1']"
7020,"['RT', 'ripster47', 'WFC', 'JPM', 'C', 'BAC', 'Crazy', 'strength', '2', 'Trillion', 'Fed', 'Loan', 'program', 'big', 'push']"
7021,"['10', 'Plagues', 'Egypt', 'might', 'looked', 'like', 'we’re', 'approaching', 'Eastern', 'Pessach', 'SPX', 'SPY', 'TLT', 'ht', 'OxfordEconomics', 'httpstcozSAfJfXRDp']"
7022,"['12month', 'US', 'Google', 'search', 'volumes', '“nintendo', 'switch”', '“xbox”', '“playstation”', 'tracking', 'similar', 'levels', 'Holiday', '2019', 'AMZN', 'BBY', 'WMT', 'SPY', 'IVV', 'XLY', 'NTDOY', 'MSFT', 'SNE', 'httpstcoPycrvTlBTe']"
7023,"['RT', 'RichLightShed', '50', 'million', 'subs', 'growing', 'Disney', 'use', 'disneyplus', 'replace', 'theatrical', 'window', 'raise', 'pricing', '1520…']"
7024,"['RT', 'LifeSciVC', 'Strong', 'efforts', 'PFE', 'CoV2', 'incl', 'great', 'comments', 'Mikael', 'Dolstein', 'aim', '“expel', 'virus', 'soil…']"
7025,"['Analogy', 'wise', 'want', 'hit', 'defibrillator', 'earlybut', 'what’s', 'left', 'doesn’t', 'work', 'ever', 'final', 'chapter', '“save', 'everything”', 'moral', 'hazard', 'last', '10', 'years', 'next', '12', 'months', 'chance', 'write', 'spx']"
7026,"['Historically', 'powers', 'throw', 'kitchen', 'sink', 'late', 'time', 'around', 'they’ve', 'thrown', 'kitchen', 'sink', 'early', 'believe', 'good', 'thing', 'policy', 'response', 'wise', 'contrarian', 'cant', 'help', 'question', 'whether', 'actually', 'spx']"
7027,"['17', 'SPX', 'Adjusted', 'target', 'around', '3220', 'highest', 'resistance', 'area', 'without', 'breaking', 'ATH', 'httpstcoYFmstROo7r']"
7028,"['Stocks', 'Buy', 'coronavirus', 'Outbreak', 'Watch', 'video', 'head', 'research', 'know', '1', 'stocks', 'buy', 'coronavirus', 'fall', '2', 'market', 'perform', 'next', 'week', '3', 'markets', 'react', 'upcoming', 'stimulus', 'package', 'httpstcofULn4ZhTHI', 'Nifty']"
7029,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7030,"['PFE', 'Wants', 'Start', 'Human', 'Trials', 'Coronavirus', 'Therapy', 'Summer']"
7031,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7032,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7033,"['load', 'trucks', 'SPX', 'SPY', 'httpstcoAwB4pv9ORA']"
7034,"['RT', 'KASDad', 'Crude', 'says', 'worries', 'deal', 'hand', 'CLJ', 'SPX', 'NDX', 'IWM', 'httpstcoWvhiedL1et']"
7035,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7036,"['feel', 'better', '—', 'Cramer', 'praises', 'Feds', '23', 'trillion', 'loans', 'help', 'businesses', 'governments', 'httpstcox7WGZVs8zA', 'stocks', 'httpstcojBsPXZccAW']"
7037,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7038,"['RIG', '187', 'BOOM', 'CRC', '7', 'one', 'month', 'ago', 'charts', 'Chartbuster', 'Bullish', 'Stock', 'Stockmarket', 'Trend', 'Daytrading', 'Investor', 'HotStocks', 'Trader', 'Stocks', 'Options', 'Finance', 'Money', 'Winning', 'Business', 'SwingTrade', 'ValueInvesting', 'Focus', 'WallStreet', 'Watchlist', 'investors', 'investments']"
7039,"['RT', 'QContrarian', 'go👇👇', 'XOM', 'fighting', 'back', 'mandated', 'production', 'cuts', 'dont', 'surprised', 'take', 'Texas', 'court', 'amp', 'for…']"
7040,"['RT', 'caetuscap', 'SAUDIS', 'RUSSIA', 'SAID', 'REACHED', 'OUTLINE', 'OUTPUT', 'CUT', 'DEAL', 'USO', 'XOM', 'BP', 'XLE', 'XOP']"
7041,"['Democrats', 'preventing', 'corporate', 'socialism', 'Gov', 'subsidized', 'losses', 'banks', 'take', 'profits', '🤔', 'spy', 'spx', 'httpstco0AEqaR5TYh']"
7042,"['RT', 'RedDogT3', '“you', 'know', 'who”', 'said', 'don’t', 'buy', 'stocks', '20', 'highs', '35', 'highs', 'spx', '23', 'lows', 'saying…']"
7043,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7044,"['📱', 'AAPL', 'Apples', 'biggest', 'issue', 'right', 'release', '5G', 'phone', 'Dan', 'Ives', 'Wedbush', 'Securities', 'httpstcoxnrTV83GPg', 'httpstcoHfA70YPxiO']"
7045,"['Hard', 'reconciling', 'Unemployment', 'currently', '134', 'SPX', 'trading', 'frothy', '2800', 'Feb', 'fwd', 'earnings', 'amp', 'PE', 'SPX', '177', 'amp', '19x', 'rich', 'bc', '5yr', 'avg', '167x', 'SPX', '2800', 'wa', '167', 'fwd', 'PE', 'implies', 'fwd', 'earnings', '1677', 'paltry', '5', 'COVID19', 'earnings', 'impact']"
7046,"['Find', 'best', 'pennystocks', 'trade', 'httpstcovTEdvEugJv', 'stocks', 'forex', 'daytrading', 'finance', 'money']"
7047,"['sold', 'half', 'position', 'XOM', 'call', 'APR17', '475', 'bought', 'yesterday', '036', 'sold', '129', '258', 'profit', '🤣🤣🤣', 'httpstcoqu9XRZuDkn']"
7048,"['go👇👇', 'XOM', 'fighting', 'back', 'mandated', 'production', 'cuts', 'dont', 'surprised', 'take', 'Texas', 'court', 'amp', 'Fed’s', 'try', 'force', 'cut', '📌', 'Exxon', 'craving', '20b', 'it’s', 'destroying', 'competitors', 'letting', 'buy', 'wreckage', 'oil', 'oott', 'stocks', 'httpstcoKK8vSHaTpH']"
7049,"['RT', 'PaulinaLikos', 'Valuing', 'stocks', 'doesnt', 'complicated', 'volatile', 'markets', 'continue', 'show', 'weakness', 'COVID', 'induced', 'recess…']"
7050,"['📽️', 'Tone', 'Vays', 'Market', 'Pulse', 'SPX', 'amp', 'BTC', 'Hold', 'Highs', 'Weekend', 'httpstcoUoMY1bmpRT', 'via', '⟶', 'httpstcoQkR5LYqq2H']"
7051,"['Crude', 'says', 'worries', 'deal', 'hand', 'CLJ', 'SPX', 'NDX', 'IWM', 'httpstcoWvhiedL1et']"
7052,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7053,"['spx', '2750', 'next']"
7054,"['SPX', 'SPY', 'QQQ', 'IJH', 'IWM', 'Without', 'vaccine', 'Powells', 'idea', 'people', 'start', 'going', 'back', 'theaters', 'sitting', 'elbow', 'elbow', 'ridiculous', 'happens', 'PRIOR', 'vaccine', 'well', 'another', '14865', 'deaths', 'httpstcoWMcvYaVYv3']"
7055,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7056,"['22', 'cases', 'ipad', 'macbook', 'dell', 'queries', 'already', 'Holiday', '2019', 'case', '“desktop”', 'SPY', 'AAPL', 'DELL', 'BBY', 'IVV', 'AMZN', 'WMT', 'XLY']"
7057,"['Pump', 'bagssssss', 'CVX', 'XOM', 'httpstcoMQvwFJIMU6']"
7058,"['Closed', 'longs', 'spx', '2793', 'touched', '2808']"
7059,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7060,"['SPY', 'SPX', 'Time', 'consolidation', 'httpstcolbejxtrHzv']"
7061,"['DIS', 'wanted', 'short', 'failure', 'minor', 'pivot', '1077', 'fell', '1', 'pt', 'fastopening', 'bar', '1minmade', 'trade', 'risky', 'look', 'opening', '5min', 'candle']"
7062,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7063,"['RampCapitalLLC', 'downturn', 'KO', '32', '1year', 'lookback', 'STZ', 'much', '44', 'late', 'March', 'PEP', 'JNJ', 'WERAMP', 'httpstcoJfBlDVwqrj']"
7064,"['RT', 'nativetexan21', 'Str8', 'ballin', 'tricktrades', 'morning', 'AMD', 'holdin', 'son', '40', 'profit', 'yo', 'stop', 'struggling', 'dumpste…']"
7065,"['RT', 'AlyssasCC', 'MightySoldiers', 'LIVE', 'Day', 'trading', 'livestream', 'Featuring', 'Benzinga', 'Pro', 'audible', 'alerts', 'live', 'squawk', 'See', 'and…']"
7066,"['InversorPerga', 'CEDEARs', 'MSFT', 'GLNT', 'KO', 'WMT', 'GOLD']"
7067,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7068,"['Powell', 'Monetary', 'Policy', 'Right', 'Place', 'Zimbabwe', 'ESF', 'SPY', 'QQQ', 'SP500', 'DayTrading', 'stockstowatch']"
7069,"['JPM', 'April', '9', '100', 'calls', 'big', 'block', 'trade', '114M', '14218', 'volume', 'vs', '1334', 'OI']"
7070,"['RT', 'warrior16win', 'ADGS', 'big', 'buys', '🤯', 'something', 'big', 'coming', '💎', 'thin', '🚀', 'HDii', 'waiting', 'CD', 'come', '🔥', 'Shanghai', 'Cintel', 'intel', 'merger', '💥🚀', 'CTYX…']"
7071,"['RT', 'AlyssasCC', 'MightySoldiers', 'LIVE', 'Day', 'trading', 'livestream', 'Featuring', 'Benzinga', 'Pro', 'audible', 'alerts', 'live', 'squawk', 'See', 'and…']"
7072,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7073,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
7074,"['DJIA', 'ESF', 'SPX', 'BULL', 'STRATEGY', 'US', 'stock', 'index', 'futures', 'pointing', 'flat', 'Dow', 'sp500', 'futures', 'pare', 'loss', 'Fed', 'announces', '23', 'trillion', 'program', '66', 'million', 'jobless', 'claims', 'FederalReserve', 'announced', 'httpstcoUU9XR1pPUZ', 'httpstco9wFsjsGqoL']"
7075,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
7076,"['SPX', 'Tagged', '50', 'EMA', 'morning', 'button', 'showing', 'ABC', 'structure', 'bottom', 'httpstcolppYLtIu0H']"
7077,"['first', 'informative', 'App', 'Pivot', 'Points', 'Stock', 'AGN', 'Last', 'close', '20200408', '18108', 'PIVOT', 'POINT', 'R1', '18271', 'R2', '18433', 'L1', '17863', 'L2', '17617', 'Download', 'free', 'httpstcolMYn5Ai2WY', 'tradingview', 'stocks', 'stockstowatch']"
7078,"['Molson', 'Coors', 'Brewing', 'TAP', 'Downgraded', '“Equal', 'Weight”', 'Consumer', 'Edge', 'httpstco3T8OOb9x2w', 'stocks']"
7079,"['PTC', 'PTC', 'Price', 'Target', 'Cut', '5600', 'httpstcoUcGSxjf79T', 'stocks']"
7080,"['still', 'looking', 'someone', 'else', 'beat', 'performances', 'Try', 'free', '7', 'days', 'httpstco7sAfbFrPQS', 'AGN', 'Signal', 'BUY', 'Since', '20200406', 'performance', '164', 'httpstcouFmJquIvQq', 'trading', 'stocks', 'stockstowatch', 'stockstotrade', 'SPX', 'httpstcouNGskF7AUv']"
